Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
22.65,127.6,27.05,206.25,126.3,169.5,12.33,-47.93,80.6,-42,0,1.18,0.54,4.007,P_20220919_094659.124,PHASE_0,9.031,-2.37,-77.6
23.65,110.4,16.4,221.6,146.35,195.8,12.33,-47.93,80.6,-42,0,1.18,0.54,4.073,20220919_094700.822,PHASE_0,9.031,-2.37,-77.6
24.2,92.4,47.1,218.2,182.55,192.15,12.24,-46.84,71.1,-54.19,0,1.14,0.21,4.007,20220919_094700.908,PHASE_0,8.689,-2.38,-88.79
21.6,101.3,67.7,132.25,139.55,159.35,13.68,-55.28,79.6,-43.26,0,1.07,-0.07,4.352,20220919_094701.016,PHASE_0,8.552,-2.519,-84.86
27.05,127.85,89.3,136.15,148.15,153.6,16.87,-63.77,74,-50.42,0,1.18,0.14,4.534,20220919_094701.127,PHASE_0,7.84,-2.382,-97.32
26.8,123.65,97.9,135.15,155.7,161.45,17.69,-67.09,71.5,-53.66,0,1.19,0.15,4.48,20220919_094701.235,PHASE_0,7.522,-2.353,-103.06
26.8,105.45,101.8,134.1,160.15,153.6,19.17,-71.47,72.4,-52.49,0,1.28,0.37,4.526,20220919_094701.345,PHASE_0,7.292,-2.286,-104.79
26.8,105.45,101.8,134.1,160.15,153.6,19.17,-71.47,72.4,-52.49,0,1.28,0.37,4.526,20220919_094701.457,PHASE_0,7.292,-2.286,-104.79
26.8,105.45,101.8,134.1,160.15,153.6,19.17,-71.47,72.4,-52.49,0,1.28,0.37,4.526,20220919_094701.564,PHASE_0,7.292,-2.286,-104.79
26.8,105.45,101.8,134.1,160.15,153.6,19.17,-71.47,72.4,-52.49,0,1.28,0.37,4.526,20220919_094701.675,PHASE_0,7.292,-2.286,-104.79
26.8,105.45,101.8,134.1,160.15,153.6,19.17,-71.47,72.4,-52.49,0,1.28,0.37,4.526,20220919_094701.786,PHASE_0,7.292,-2.286,-104.79
23.65,92.7,105.95,129.9,166.1,151.8,19.83,-73.93,72.6,-52.23,0,1.28,0.39,4.592,20220919_094701.894,PHASE_0,7.14,-2.263,-106.33
28.35,81.75,110.9,125.75,168.2,151.8,20.42,-76.12,72.2,-52.75,0,1.28,0.35,4.592,20220919_094702.006,PHASE_0,6.979,-2.231,-108.45
31.25,78.1,109.1,127.05,168.45,143.45,21.04,-79.24,72.4,-52.49,0,1.26,0.32,4.759,20220919_094702.117,PHASE_0,6.77,-2.217,-110.69
27.05,70.55,113,122.9,171.35,158.85,22.11,-84.91,72.6,-52.23,0,1.25,0.26,5.235,20220919_094702.335,PHASE_0,6.375,-2.174,-115.03
27.05,70.55,113,122.9,171.35,158.85,22.11,-84.91,72.6,-52.23,0,1.25,0.26,5.235,20220919_094702.456,PHASE_0,6.375,-2.174,-115.03
27.05,70.55,113,122.9,171.35,158.85,22.11,-84.91,72.6,-52.23,0,1.25,0.26,5.235,20220919_094702.555,PHASE_0,6.375,-2.174,-115.03
28.1,69.5,119.25,122.9,175.25,167.4,22.51,-86.11,72.4,-52.49,0,1.24,0.23,4.322,20220919_094702.659,PHASE_0,6.287,-2.138,-116.09
28.1,64.3,127.05,119.5,177.6,166.65,23.39,-92.79,73.4,-51.2,0,1.24,0.3,4.322,20220919_094702.773,PHASE_0,5.827,-2.103,-120.6
29.4,59.1,132,144,205.2,159.1,23.79,-94.99,73,-51.71,0,1.26,0.36,6.487,20220919_094702.878,PHASE_0,5.652,-2.055,-122.91
28.9,50,140.1,114.55,189.55,161.7,23.79,-94.99,73,-51.71,0,1.26,0.36,6.59,20220919_094702.986,PHASE_0,5.652,-2.055,-122.91
23.15,48.4,146.35,85.15,179.4,52.6,23.91,-97.01,73.1,-51.58,0,1.28,0.42,6.599,20220919_094703.098,PHASE_0,5.498,-2.042,-124.68
22.9,47.65,156.25,76.8,186.7,175.75,23.82,-100.02,69.8,-55.89,0,1.29,0.43,6.595,20220919_094703.205,PHASE_0,5.144,-1.94,-132.09
23.4,50.75,160.15,72.9,190.35,172.1,23.82,-100.02,69.8,-55.89,0,1.29,0.43,6.595,20220919_094703.313,PHASE_0,5.144,-1.94,-132.09
23.4,50.75,160.15,72.9,190.35,172.1,23.82,-100.02,69.8,-55.89,0,1.29,0.43,6.595,20220919_094703.430,PHASE_0,5.144,-1.94,-132.09
23.4,50.75,160.15,72.9,190.35,172.1,23.82,-100.02,69.8,-55.89,0,1.29,0.43,6.595,20220919_094703.537,PHASE_0,5.144,-1.94,-132.09
23.4,50.75,160.15,72.9,190.35,172.1,23.82,-100.02,69.8,-55.89,0,1.29,0.43,6.595,20220919_094703.645,PHASE_0,5.144,-1.94,-132.09
23.4,50.75,160.15,72.9,190.35,172.1,23.82,-100.02,69.8,-55.89,0,1.29,0.43,6.595,20220919_094703.753,PHASE_0,5.144,-1.94,-132.09
23.4,50.75,160.15,72.9,190.35,172.1,23.82,-100.02,69.8,-55.89,0,1.29,0.43,6.595,20220919_094703.863,PHASE_0,5.144,-1.94,-132.09
23.4,50.75,160.15,72.9,190.35,172.1,23.82,-100.02,69.8,-55.89,0,1.29,0.43,6.595,20220919_094703.972,PHASE_0,5.144,-1.94,-132.09
23.4,145.55,94,99.2,172.35,210.15,23.32,-102.52,60.7,-68.12,0,1.29,0.46,6.536,20220919_094704.300,PHASE_0,4.675,-1.633,-147.32
23.4,145.55,94,99.2,172.35,210.15,23.32,-102.52,60.7,-68.12,0,1.29,0.46,6.536,20220919_094704.411,PHASE_0,4.675,-1.633,-147.32
24.45,189.05,72.9,109.6,151.55,231.5,23.45,-108.95,59.2,-70.2,0,1.31,0.5,6.564,20220919_094704.519,PHASE_0,4.196,-1.417,-155.7
24.7,181.75,98.15,97.9,159.1,205.45,24.58,-108.88,54.5,-76.85,0,1.29,0.46,6.596,20220919_094704.631,PHASE_0,4.143,-1.128,-161.15
24.7,181.75,98.15,97.9,159.1,205.45,24.58,-108.88,54.5,-76.85,0,1.29,0.46,6.596,20220919_094704.738,PHASE_0,4.143,-1.128,-161.15
24.7,181.75,98.15,97.9,159.1,205.45,24.58,-108.88,54.5,-76.85,0,1.29,0.46,6.596,20220919_094704.845,PHASE_0,4.143,-1.128,-161.15
22.9,197.1,86.15,97.9,160.15,209.6,25.59,-110.29,54.4,-76.99,0,1.32,0.5,6.662,20220919_094704.956,PHASE_0,4.069,-1.014,-161.69
23.4,201.3,83.3,99.45,167.95,211.7,26.69,-110.99,46.4,-88.93,0,1.28,0.39,6.928,20220919_094705.066,PHASE_0,3.954,-0.524,-173.23
23.4,201.3,83.3,99.45,167.95,211.7,26.69,-110.99,46.4,-88.93,0,1.28,0.39,6.928,20220919_094705.175,PHASE_0,3.954,-0.524,-173.23
24.7,202.6,83.55,98.15,181.25,212.2,29.05,-106.85,41.4,-96.9,0,1.29,0.43,7.724,20220919_094705.505,PHASE_0,4.177,-0.193,-174.7
